season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2009-2010,200952,01/02/10,Central,Influenza_A,18,281,6.41
2009-2010,200952,01/02/10,Central,Influenza_B,1,281,0.36
2009-2010,200952,01/02/10,Central,Total_Influenza,19,281,6.76
2009-2010,200952,01/02/10,Central,RSV,35,231,15.15
2009-2010,200952,01/02/10,Lower Southern,Influenza_A,1,94,1.06
2009-2010,200952,01/02/10,Lower Southern,Influenza_B,0,94,0.00
2009-2010,200952,01/02/10,Lower Southern,Total_Influenza,1,94,1.06
2009-2010,200952,01/02/10,Lower Southern,RSV,7,53,13.21
2009-2010,200952,01/02/10,Northern,Influenza_A,0,0,
2009-2010,200952,01/02/10,Northern,Influenza_B,0,0,
2009-2010,200952,01/02/10,Northern,Total_Influenza,0,0,
2009-2010,200952,01/02/10,Northern,RSV,0,0,
2009-2010,200952,01/02/10,Northern/Bay Area,Influenza_A,29,617,4.70
2009-2010,200952,01/02/10,Northern/Bay Area,Influenza_B,0,617,0.00
2009-2010,200952,01/02/10,Northern/Bay Area,Total_Influenza,29,617,4.70
2009-2010,200952,01/02/10,Northern/Bay Area,RSV,43,617,6.97
2009-2010,200952,01/02/10,Upper Southern,Influenza_A,5,102,4.90
2009-2010,200952,01/02/10,Upper Southern,Influenza_B,0,102,0.00
2009-2010,200952,01/02/10,Upper Southern,Total_Influenza,5,102,4.90
2009-2010,200952,01/02/10,Upper Southern,RSV,0,86,0.00
2009-2010,200952,01/02/10,Upper/Lower Southern,Influenza_A,7,146,4.79
2009-2010,200952,01/02/10,Upper/Lower Southern,Influenza_B,0,146,0.00
2009-2010,200952,01/02/10,Upper/Lower Southern,Total_Influenza,7,146,4.79
2009-2010,200952,01/02/10,Upper/Lower Southern,RSV,5,31,16.13
2009-2010,201001,01/09/10,Bay Area,Influenza_A,30,850,3.53
2009-2010,201001,01/09/10,Bay Area,Influenza_B,0,850,0.00
2009-2010,201001,01/09/10,Bay Area,Total_Influenza,30,850,3.53
2009-2010,201001,01/09/10,Bay Area,RSV,97,830,11.69
2009-2010,201001,01/09/10,California,Influenza_A,50,1382,3.62
2009-2010,201001,01/09/10,California,Influenza_B,0,1382,0.00
2009-2010,201001,01/09/10,California,Total_Influenza,50,1382,3.62
2009-2010,201001,01/09/10,California,RSV,173,1285,13.46
2009-2010,201001,01/09/10,Central,Influenza_A,8,215,3.72
2009-2010,201001,01/09/10,Central,Influenza_B,0,215,0.00
2009-2010,201001,01/09/10,Central,Total_Influenza,8,215,3.72
2009-2010,201001,01/09/10,Central,RSV,48,212,22.64
2009-2010,201001,01/09/10,Lower Southern,Influenza_A,3,109,2.75
2009-2010,201001,01/09/10,Lower Southern,Influenza_B,0,109,0.00
2009-2010,201001,01/09/10,Lower Southern,Total_Influenza,3,109,2.75
2009-2010,201001,01/09/10,Lower Southern,RSV,10,58,17.24
2009-2010,201001,01/09/10,Northern,Influenza_A,4,107,3.74
2009-2010,201001,01/09/10,Northern,Influenza_B,0,107,0.00
2009-2010,201001,01/09/10,Northern,Total_Influenza,4,107,3.74
2009-2010,201001,01/09/10,Northern,RSV,13,107,12.15
2009-2010,201001,01/09/10,Upper Southern,Influenza_A,5,101,4.95
2009-2010,201001,01/09/10,Upper Southern,Influenza_B,0,101,0.00
2009-2010,201001,01/09/10,Upper Southern,Total_Influenza,5,101,4.95
2009-2010,201001,01/09/10,Upper Southern,RSV,5,78,6.41
2009-2010,201001,01/09/10,Upper/Lower Southern,Influenza_A,0,0,
2009-2010,201001,01/09/10,Upper/Lower Southern,Influenza_B,0,0,
2009-2010,201001,01/09/10,Upper/Lower Southern,Total_Influenza,0,0,
2009-2010,201001,01/09/10,Upper/Lower Southern,RSV,0,0,
2009-2010,201002,01/16/10,Bay Area,Influenza_A,16,909,1.76
2009-2010,201002,01/16/10,Bay Area,Influenza_B,0,909,0.00
2009-2010,201002,01/16/10,Bay Area,Total_Influenza,16,909,1.76
2009-2010,201002,01/16/10,Bay Area,RSV,131,877,14.94
2009-2010,201002,01/16/10,California,Influenza_A,41,1592,2.58
2009-2010,201002,01/16/10,California,Influenza_B,0,1592,0.00
2009-2010,201002,01/16/10,California,Total_Influenza,41,1592,2.58
2009-2010,201002,01/16/10,California,RSV,237,1403,16.89
2009-2010,201002,01/16/10,Central,Influenza_A,10,250,4.00
2009-2010,201002,01/16/10,Central,Influenza_B,0,250,0.00
2009-2010,201002,01/16/10,Central,Total_Influenza,10,250,4.00
2009-2010,201002,01/16/10,Central,RSV,52,253,20.55
2009-2010,201002,01/16/10,Lower Southern,Influenza_A,2,92,2.17
2009-2010,201002,01/16/10,Lower Southern,Influenza_B,0,92,0.00
2009-2010,201002,01/16/10,Lower Southern,Total_Influenza,2,92,2.17
2009-2010,201002,01/16/10,Lower Southern,RSV,12,54,22.22
2009-2010,201002,01/16/10,Northern,Influenza_A,3,125,2.40
2009-2010,201002,01/16/10,Northern,Influenza_B,0,125,0.00
2009-2010,201002,01/16/10,Northern,Total_Influenza,3,125,2.40
2009-2010,201002,01/16/10,Northern,RSV,20,125,16.00
2009-2010,201002,01/16/10,Upper Southern,Influenza_A,5,80,6.25
2009-2010,201002,01/16/10,Upper Southern,Influenza_B,0,80,0.00
2009-2010,201002,01/16/10,Upper Southern,Total_Influenza,5,80,6.25
2009-2010,201002,01/16/10,Upper Southern,RSV,5,72,6.94
2009-2010,201002,01/16/10,Upper/Lower Southern,Influenza_A,5,136,3.68
2009-2010,201002,01/16/10,Upper/Lower Southern,Influenza_B,0,136,0.00
2009-2010,201002,01/16/10,Upper/Lower Southern,Total_Influenza,5,136,3.68
2009-2010,201002,01/16/10,Upper/Lower Southern,RSV,17,22,77.27
2009-2010,201003,01/23/10,Bay Area,Influenza_A,15,922,1.63
2009-2010,201003,01/23/10,Bay Area,Influenza_B,0,922,0.00
2009-2010,201003,01/23/10,Bay Area,Total_Influenza,15,922,1.63
2009-2010,201003,01/23/10,Bay Area,RSV,169,899,18.80
2009-2010,201003,01/23/10,California,Influenza_A,26,1574,1.65
2009-2010,201003,01/23/10,California,Influenza_B,0,1574,0.00
2009-2010,201003,01/23/10,California,Total_Influenza,26,1574,1.65
2009-2010,201003,01/23/10,California,RSV,305,1475,20.68
2009-2010,201003,01/23/10,Central,Influenza_A,3,245,1.22
2009-2010,201003,01/23/10,Central,Influenza_B,0,245,0.00
2009-2010,201003,01/23/10,Central,Total_Influenza,3,245,1.22
2009-2010,201003,01/23/10,Central,RSV,81,289,28.03
2009-2010,201003,01/23/10,Lower Southern,Influenza_A,1,97,1.03
2009-2010,201003,01/23/10,Lower Southern,Influenza_B,0,97,0.00
2009-2010,201003,01/23/10,Lower Southern,Total_Influenza,1,97,1.03
2009-2010,201003,01/23/10,Lower Southern,RSV,14,76,18.42
2009-2010,201003,01/23/10,Northern,Influenza_A,3,118,2.54
2009-2010,201003,01/23/10,Northern,Influenza_B,0,118,0.00
2009-2010,201003,01/23/10,Northern,Total_Influenza,3,118,2.54
2009-2010,201003,01/23/10,Northern,RSV,19,118,16.10
2009-2010,201003,01/23/10,Upper Southern,Influenza_A,2,72,2.78
2009-2010,201003,01/23/10,Upper Southern,Influenza_B,0,72,0.00
2009-2010,201003,01/23/10,Upper Southern,Total_Influenza,2,72,2.78
2009-2010,201003,01/23/10,Upper Southern,RSV,5,58,8.62
2009-2010,201003,01/23/10,Upper/Lower Southern,Influenza_A,2,120,1.67
2009-2010,201003,01/23/10,Upper/Lower Southern,Influenza_B,0,120,0.00
2009-2010,201003,01/23/10,Upper/Lower Southern,Total_Influenza,2,120,1.67
2009-2010,201003,01/23/10,Upper/Lower Southern,RSV,17,35,48.57
2009-2010,201004,01/30/10,Bay Area,Influenza_A,5,1124,0.44
2009-2010,201004,01/30/10,Bay Area,Influenza_B,0,1124,0.00
2009-2010,201004,01/30/10,Bay Area,Total_Influenza,5,1124,0.44
2009-2010,201004,01/30/10,Bay Area,RSV,246,1107,22.22
2009-2010,201004,01/30/10,California,Influenza_A,21,1816,1.16
2009-2010,201004,01/30/10,California,Influenza_B,1,1816,0.06
2009-2010,201004,01/30/10,California,Total_Influenza,22,1816,1.21
2009-2010,201004,01/30/10,California,RSV,459,1742,26.35
2009-2010,201004,01/30/10,Central,Influenza_A,3,225,1.33
2009-2010,201004,01/30/10,Central,Influenza_B,1,225,0.44
2009-2010,201004,01/30/10,Central,Total_Influenza,4,225,1.78
2009-2010,201004,01/30/10,Central,RSV,107,286,37.41
2009-2010,201004,01/30/10,Lower Southern,Influenza_A,3,90,3.33
2009-2010,201004,01/30/10,Lower Southern,Influenza_B,0,90,0.00
2009-2010,201004,01/30/10,Lower Southern,Total_Influenza,3,90,3.33
2009-2010,201004,01/30/10,Lower Southern,RSV,30,60,50.00
2009-2010,201004,01/30/10,Northern,Influenza_A,4,154,2.60
2009-2010,201004,01/30/10,Northern,Influenza_B,0,154,0.00
2009-2010,201004,01/30/10,Northern,Total_Influenza,4,154,2.60
2009-2010,201004,01/30/10,Northern,RSV,37,154,24.03
2009-2010,201004,01/30/10,Upper Southern,Influenza_A,2,90,2.22
2009-2010,201004,01/30/10,Upper Southern,Influenza_B,0,90,0.00
2009-2010,201004,01/30/10,Upper Southern,Total_Influenza,2,90,2.22
2009-2010,201004,01/30/10,Upper Southern,RSV,11,86,12.79
2009-2010,201004,01/30/10,Upper/Lower Southern,Influenza_A,4,133,3.01
2009-2010,201004,01/30/10,Upper/Lower Southern,Influenza_B,0,133,0.00
2009-2010,201004,01/30/10,Upper/Lower Southern,Total_Influenza,4,133,3.01
2009-2010,201004,01/30/10,Upper/Lower Southern,RSV,28,49,57.14
2009-2010,201005,02/06/10,Bay Area,Influenza_A,4,1047,0.38
2009-2010,201005,02/06/10,Bay Area,Influenza_B,0,1047,0.00
2009-2010,201005,02/06/10,Bay Area,Total_Influenza,4,1047,0.38
2009-2010,201005,02/06/10,Bay Area,RSV,274,1033,26.52
2009-2010,201005,02/06/10,California,Influenza_A,17,1982,0.86
2009-2010,201005,02/06/10,California,Influenza_B,0,1982,0.00
2009-2010,201005,02/06/10,California,Total_Influenza,17,1982,0.86
2009-2010,201005,02/06/10,California,RSV,603,1907,31.62
2009-2010,201005,02/06/10,Central,Influenza_A,10,355,2.82
2009-2010,201005,02/06/10,Central,Influenza_B,0,355,0.00
2009-2010,201005,02/06/10,Central,Total_Influenza,10,355,2.82
2009-2010,201005,02/06/10,Central,RSV,149,416,35.82
2009-2010,201005,02/06/10,Lower Southern,Influenza_A,0,113,0.00
2009-2010,201005,02/06/10,Lower Southern,Influenza_B,0,113,0.00
2009-2010,201005,02/06/10,Lower Southern,Total_Influenza,0,113,0.00
2009-2010,201005,02/06/10,Lower Southern,RSV,37,84,44.05
2009-2010,201005,02/06/10,Northern,Influenza_A,1,231,0.43
2009-2010,201005,02/06/10,Northern,Influenza_B,0,231,0.00
2009-2010,201005,02/06/10,Northern,Total_Influenza,1,231,0.43
2009-2010,201005,02/06/10,Northern,RSV,84,231,36.36
2009-2010,201005,02/06/10,Upper Southern,Influenza_A,0,97,0.00
2009-2010,201005,02/06/10,Upper Southern,Influenza_B,0,97,0.00
2009-2010,201005,02/06/10,Upper Southern,Total_Influenza,0,97,0.00
2009-2010,201005,02/06/10,Upper Southern,RSV,8,92,8.70
2009-2010,201005,02/06/10,Upper/Lower Southern,Influenza_A,2,139,1.44
2009-2010,201005,02/06/10,Upper/Lower Southern,Influenza_B,0,139,0.00
2009-2010,201005,02/06/10,Upper/Lower Southern,Total_Influenza,2,139,1.44
2009-2010,201005,02/06/10,Upper/Lower Southern,RSV,51,51,100.00
2009-2010,201006,02/13/10,Bay Area,Influenza_A,6,1167,0.51
2009-2010,201006,02/13/10,Bay Area,Influenza_B,0,1167,0.00
2009-2010,201006,02/13/10,Bay Area,Total_Influenza,6,1167,0.51
2009-2010,201006,02/13/10,Bay Area,RSV,281,1155,24.33
2009-2010,201006,02/13/10,California,Influenza_A,11,2047,0.54
2009-2010,201006,02/13/10,California,Influenza_B,1,2047,0.05
2009-2010,201006,02/13/10,California,Total_Influenza,12,2047,0.59
2009-2010,201006,02/13/10,California,RSV,605,2030,29.80
2009-2010,201006,02/13/10,Central,Influenza_A,2,314,0.64
2009-2010,201006,02/13/10,Central,Influenza_B,1,314,0.32
2009-2010,201006,02/13/10,Central,Total_Influenza,3,314,0.96
2009-2010,201006,02/13/10,Central,RSV,160,375,42.67
2009-2010,201006,02/13/10,Lower Southern,Influenza_A,0,108,0.00
2009-2010,201006,02/13/10,Lower Southern,Influenza_B,0,108,0.00
2009-2010,201006,02/13/10,Lower Southern,Total_Influenza,0,108,0.00
2009-2010,201006,02/13/10,Lower Southern,RSV,22,99,22.22
2009-2010,201006,02/13/10,Northern,Influenza_A,1,213,0.47
2009-2010,201006,02/13/10,Northern,Influenza_B,0,213,0.00
2009-2010,201006,02/13/10,Northern,Total_Influenza,1,213,0.47
2009-2010,201006,02/13/10,Northern,RSV,82,213,38.50
2009-2010,201006,02/13/10,Upper Southern,Influenza_A,0,135,0.00
2009-2010,201006,02/13/10,Upper Southern,Influenza_B,0,135,0.00
2009-2010,201006,02/13/10,Upper Southern,Total_Influenza,0,135,0.00
2009-2010,201006,02/13/10,Upper Southern,RSV,9,123,7.32
2009-2010,201006,02/13/10,Upper/Lower Southern,Influenza_A,2,110,1.82
2009-2010,201006,02/13/10,Upper/Lower Southern,Influenza_B,0,110,0.00
2009-2010,201006,02/13/10,Upper/Lower Southern,Total_Influenza,2,110,1.82
2009-2010,201006,02/13/10,Upper/Lower Southern,RSV,51,65,78.46
2009-2010,201007,02/20/10,Bay Area,Influenza_A,4,1206,0.33
2009-2010,201007,02/20/10,Bay Area,Influenza_B,0,1206,0.00
2009-2010,201007,02/20/10,Bay Area,Total_Influenza,4,1206,0.33
2009-2010,201007,02/20/10,Bay Area,RSV,257,1192,21.56
2009-2010,201007,02/20/10,California,Influenza_A,8,2142,0.37
2009-2010,201007,02/20/10,California,Influenza_B,3,2142,0.14
2009-2010,201007,02/20/10,California,Total_Influenza,11,2142,0.51
2009-2010,201007,02/20/10,California,RSV,616,2176,28.31
2009-2010,201007,02/20/10,Central,Influenza_A,2,356,0.56
2009-2010,201007,02/20/10,Central,Influenza_B,1,356,0.28
2009-2010,201007,02/20/10,Central,Total_Influenza,3,356,0.84
2009-2010,201007,02/20/10,Central,RSV,200,459,43.57
2009-2010,201007,02/20/10,Lower Southern,Influenza_A,0,118,0.00
2009-2010,201007,02/20/10,Lower Southern,Influenza_B,1,118,0.85
2009-2010,201007,02/20/10,Lower Southern,Total_Influenza,1,118,0.85
2009-2010,201007,02/20/10,Lower Southern,RSV,24,93,25.81
2009-2010,201007,02/20/10,Northern,Influenza_A,1,231,0.43
2009-2010,201007,02/20/10,Northern,Influenza_B,0,231,0.00
2009-2010,201007,02/20/10,Northern,Total_Influenza,1,231,0.43
2009-2010,201007,02/20/10,Northern,RSV,80,231,34.63
2009-2010,201007,02/20/10,Upper Southern,Influenza_A,0,111,0.00
2009-2010,201007,02/20/10,Upper Southern,Influenza_B,0,111,0.00
2009-2010,201007,02/20/10,Upper Southern,Total_Influenza,0,111,0.00
2009-2010,201007,02/20/10,Upper Southern,RSV,11,113,9.73
2009-2010,201007,02/20/10,Upper/Lower Southern,Influenza_A,1,120,0.83
2009-2010,201007,02/20/10,Upper/Lower Southern,Influenza_B,1,120,0.83
2009-2010,201007,02/20/10,Upper/Lower Southern,Total_Influenza,2,120,1.67
2009-2010,201007,02/20/10,Upper/Lower Southern,RSV,44,88,50.00
2009-2010,201008,02/27/10,Bay Area,Influenza_A,2,1092,0.18
2009-2010,201008,02/27/10,Bay Area,Influenza_B,0,1092,0.00
2009-2010,201008,02/27/10,Bay Area,Total_Influenza,2,1092,0.18
2009-2010,201008,02/27/10,Bay Area,RSV,221,1084,20.39
2009-2010,201008,02/27/10,California,Influenza_A,6,1909,0.31
2009-2010,201008,02/27/10,California,Influenza_B,0,1909,0.00
2009-2010,201008,02/27/10,California,Total_Influenza,6,1909,0.31
2009-2010,201008,02/27/10,California,RSV,529,1967,26.89
2009-2010,201008,02/27/10,Central,Influenza_A,0,297,0.00
2009-2010,201008,02/27/10,Central,Influenza_B,0,297,0.00
2009-2010,201008,02/27/10,Central,Total_Influenza,0,297,0.00
2009-2010,201008,02/27/10,Central,RSV,158,399,39.60
2009-2010,201008,02/27/10,Lower Southern,Influenza_A,0,97,0.00
2009-2010,201008,02/27/10,Lower Southern,Influenza_B,0,97,0.00
2009-2010,201008,02/27/10,Lower Southern,Total_Influenza,0,97,0.00
2009-2010,201008,02/27/10,Lower Southern,RSV,27,118,22.88
2009-2010,201008,02/27/10,Northern,Influenza_A,2,189,1.06
2009-2010,201008,02/27/10,Northern,Influenza_B,0,189,0.00
2009-2010,201008,02/27/10,Northern,Total_Influenza,2,189,1.06
2009-2010,201008,02/27/10,Northern,RSV,70,189,37.04
2009-2010,201008,02/27/10,Upper Southern,Influenza_A,2,94,2.13
2009-2010,201008,02/27/10,Upper Southern,Influenza_B,0,94,0.00
2009-2010,201008,02/27/10,Upper Southern,Total_Influenza,2,94,2.13
2009-2010,201008,02/27/10,Upper Southern,RSV,17,92,18.48
2009-2010,201008,02/27/10,Upper/Lower Southern,Influenza_A,0,140,0.00
2009-2010,201008,02/27/10,Upper/Lower Southern,Influenza_B,0,140,0.00
2009-2010,201008,02/27/10,Upper/Lower Southern,Total_Influenza,0,140,0.00
2009-2010,201008,02/27/10,Upper/Lower Southern,RSV,36,85,42.35
2009-2010,201009,03/06/10,Bay Area,Influenza_A,2,441,0.45
2009-2010,201009,03/06/10,Bay Area,Influenza_B,0,441,0.00
2009-2010,201009,03/06/10,Bay Area,Total_Influenza,2,441,0.45
2009-2010,201009,03/06/10,Bay Area,RSV,91,423,21.51
2009-2010,201009,03/06/10,California,Influenza_A,8,1457,0.55
2009-2010,201009,03/06/10,California,Influenza_B,0,1457,0.00
2009-2010,201009,03/06/10,California,Total_Influenza,8,1457,0.55
2009-2010,201009,03/06/10,California,RSV,399,1477,27.01
2009-2010,201009,03/06/10,Central,Influenza_A,4,648,0.62
2009-2010,201009,03/06/10,Central,Influenza_B,0,648,0.00
2009-2010,201009,03/06/10,Central,Total_Influenza,4,648,0.62
2009-2010,201009,03/06/10,Central,RSV,214,738,29.00
2009-2010,201009,03/06/10,Lower Southern,Influenza_A,0,92,0.00
2009-2010,201009,03/06/10,Lower Southern,Influenza_B,0,92,0.00
2009-2010,201009,03/06/10,Lower Southern,Total_Influenza,0,92,0.00
2009-2010,201009,03/06/10,Lower Southern,RSV,25,75,33.33
2009-2010,201009,03/06/10,Northern,Influenza_A,0,63,0.00
2009-2010,201009,03/06/10,Northern,Influenza_B,0,63,0.00
2009-2010,201009,03/06/10,Northern,Total_Influenza,0,63,0.00
2009-2010,201009,03/06/10,Northern,RSV,28,63,44.44
2009-2010,201009,03/06/10,Upper Southern,Influenza_A,0,119,0.00
2009-2010,201009,03/06/10,Upper Southern,Influenza_B,0,119,0.00
2009-2010,201009,03/06/10,Upper Southern,Total_Influenza,0,119,0.00
2009-2010,201009,03/06/10,Upper Southern,RSV,10,120,8.33
2009-2010,201009,03/06/10,Upper/Lower Southern,Influenza_A,2,94,2.13
2009-2010,201009,03/06/10,Upper/Lower Southern,Influenza_B,0,94,0.00
2009-2010,201009,03/06/10,Upper/Lower Southern,Total_Influenza,2,94,2.13
2009-2010,201009,03/06/10,Upper/Lower Southern,RSV,31,58,53.45
2009-2010,201010,03/13/10,Bay Area,Influenza_A,2,734,0.27
2009-2010,201010,03/13/10,Bay Area,Influenza_B,0,734,0.00
2009-2010,201010,03/13/10,Bay Area,Total_Influenza,2,734,0.27
2009-2010,201010,03/13/10,Bay Area,RSV,125,728,17.17
2009-2010,201010,03/13/10,California,Influenza_A,3,1367,0.22
2009-2010,201010,03/13/10,California,Influenza_B,0,1367,0.00
2009-2010,201010,03/13/10,California,Total_Influenza,3,1367,0.22
2009-2010,201010,03/13/10,California,RSV,334,1394,23.96
2009-2010,201010,03/13/10,Central,Influenza_A,1,169,0.59
2009-2010,201010,03/13/10,Central,Influenza_B,0,169,0.00
2009-2010,201010,03/13/10,Central,Total_Influenza,1,169,0.59
2009-2010,201010,03/13/10,Central,RSV,100,240,41.67
2009-2010,201010,03/13/10,Lower Southern,Influenza_A,0,91,0.00
2009-2010,201010,03/13/10,Lower Southern,Influenza_B,0,91,0.00
2009-2010,201010,03/13/10,Lower Southern,Total_Influenza,0,91,0.00
2009-2010,201010,03/13/10,Lower Southern,RSV,25,110,22.73
2009-2010,201010,03/13/10,Northern,Influenza_A,0,171,0.00
2009-2010,201010,03/13/10,Northern,Influenza_B,0,171,0.00
2009-2010,201010,03/13/10,Northern,Total_Influenza,0,171,0.00
2009-2010,201010,03/13/10,Northern,RSV,50,171,29.24
2009-2010,201010,03/13/10,Upper Southern,Influenza_A,0,86,0.00
2009-2010,201010,03/13/10,Upper Southern,Influenza_B,0,86,0.00
2009-2010,201010,03/13/10,Upper Southern,Total_Influenza,0,86,0.00
2009-2010,201010,03/13/10,Upper Southern,RSV,6,82,7.32
2009-2010,201010,03/13/10,Upper/Lower Southern,Influenza_A,0,116,0.00
2009-2010,201010,03/13/10,Upper/Lower Southern,Influenza_B,0,116,0.00
2009-2010,201010,03/13/10,Upper/Lower Southern,Total_Influenza,0,116,0.00
2009-2010,201010,03/13/10,Upper/Lower Southern,RSV,28,63,44.44
2009-2010,201011,03/20/10,Bay Area,Influenza_A,1,576,0.17
2009-2010,201011,03/20/10,Bay Area,Influenza_B,0,576,0.00
2009-2010,201011,03/20/10,Bay Area,Total_Influenza,1,576,0.17
2009-2010,201011,03/20/10,Bay Area,RSV,115,566,20.32
2009-2010,201011,03/20/10,California,Influenza_A,3,1109,0.27
2009-2010,201011,03/20/10,California,Influenza_B,1,1109,0.09
2009-2010,201011,03/20/10,California,Total_Influenza,4,1109,0.36
2009-2010,201011,03/20/10,California,RSV,271,1156,23.44
2009-2010,201011,03/20/10,Central,Influenza_A,1,165,0.61
2009-2010,201011,03/20/10,Central,Influenza_B,0,165,0.00
2009-2010,201011,03/20/10,Central,Total_Influenza,1,165,0.61
2009-2010,201011,03/20/10,Central,RSV,82,257,31.91
2009-2010,201011,03/20/10,Lower Southern,Influenza_A,0,57,0.00
2009-2010,201011,03/20/10,Lower Southern,Influenza_B,0,57,0.00
2009-2010,201011,03/20/10,Lower Southern,Total_Influenza,0,57,0.00
2009-2010,201011,03/20/10,Lower Southern,RSV,14,65,21.54
2009-2010,201011,03/20/10,Northern,Influenza_A,0,114,0.00
2009-2010,201011,03/20/10,Northern,Influenza_B,0,114,0.00
2009-2010,201011,03/20/10,Northern,Total_Influenza,0,114,0.00
2009-2010,201011,03/20/10,Northern,RSV,37,114,32.46
2009-2010,201011,03/20/10,Upper Southern,Influenza_A,1,108,0.93
2009-2010,201011,03/20/10,Upper Southern,Influenza_B,0,108,0.00
2009-2010,201011,03/20/10,Upper Southern,Total_Influenza,1,108,0.93
2009-2010,201011,03/20/10,Upper Southern,RSV,4,107,3.74
2009-2010,201011,03/20/10,Upper/Lower Southern,Influenza_A,0,89,0.00
2009-2010,201011,03/20/10,Upper/Lower Southern,Influenza_B,1,89,1.12
2009-2010,201011,03/20/10,Upper/Lower Southern,Total_Influenza,1,89,1.12
